mouse_num,tumor_id,patho_est_location,patho_tumor_grade,patho_notes,requests,tumor,mouse_tumor,necropsy_file_comments,strain,virus,tyr_cre_status,gender,dob,injection_date,tumor_noticed,behavior_noticed,death_date,end_date,mri_imaging_date,age_of_tumor_onset,age_of_behavior_onset,age_at_death,tumor_locations,tumor_grade_post_h_e,notes,injected_by,mouse_num_tag,mouse_tag,age_death_cap,exclude,mouse_id,shorthand_strain_name,tyr_cre_status_confirmed,injected_with,number_of_cells_injected,vol_injected,tva_status,birth_date,domed_head_or_observable_tumor_date,behavior_date,brain_harvested,other_organs_harvested,behavior_and_necropsy_notes,fixed_tissue_still_in_ethanol,is_useful_as_a_control_or_otherwise_includes_a_large_tumor,h_e_submission_date,tissues_submitted,brain_h_e_and_ihc_notes,sheri_has_seen_h_e,proof_of_mass,full_slide_scan_of_h_e_on_external_hd,ki67_result,full_slide_scan_of_ki67_on_external_hd,p_erk_result_only_listed_if_it_was_done,full_slide_scan_of_p_erk_on_external_hd,unstained_slides_available,death_age_or_current_age_for_survival_curve,overall_survival_1_if_there_was_any_evidence_of_tumor_visible_before_necropsy_or_after_ihc_behavior_change_or_unexplained_death_0_if_not,tumor_free_survival_1_only_if_there_was_any_abnormal_mass_or_enlargement_visible_upon_necropsy_or_h_e_0_if_mouse_survived_to_150_days_and_had_no_tumor_exclude_if_death_was_early_and_no_hard_proof_of_tumor,glioma_free_survival_1_if_a_glioma_inside_brain_or_infiltrating_the_brain_verified_by_ki67_0_if_no_observable_glioma_is_present_exclude_if_h_e_wasnt_done_or_mouse_was_sacked_before_150_days_for_whatever_reason,cranial_nerve_tumor_anything_in_the_cranial_cavity_but_not_necessarily_infiltrating_or_inside_the_brain_most_likely_located_under_the_brain,intracranial_glioma_or_outside_of_brain_and_still_in_skull_combo_of_previous_2,head_tumor_outside_of_and_connected_to_skull,lymph_node_tumor_wasnt_always_looking_for_but_noticed_when_they_were_big,lower_spinal_cord_tumor_unfortunatly_didnt_start_looking_for_this_until_later,eye_tumor_where_it_was_clear_it_was_the_optical_nerve_and_or_involving_the_eye,auditory_nerve_not_connected_to_skull_like_head_tumors_but_on_head_and_connected_to_skin_sort_of,cutaneous_skin_somewhere_on_body,rib_cage,lethargic_difficulty_breathing_looked_sick,puffy_full_of_gas,paralysis_from_starting_to_drag_hind_legs_to_full_on_immobility,hydrocephalus,non_tumor_related_reason_for_death,nothing_abnormal,found_dead
29410,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-02-10,2022-02-10,NA,2022-03-29,2022-04-03,2022-04-03,NA,NA,47,52,NA,NA,"ruffle fur noticed, but no obs. Tumor. found dead",RE,29410-11,11,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29818,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,Tg/+,F,2022-03-23,2022-03-24,NA,2022-05-09,2022-08-20,2022-08-20,2022-07-21,NA,47,NA,NA,NA,NA,RE,29818-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29819,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,Tg/+,M,2022-03-23,2022-03-24,NA,2022-05-09,2022-08-20,2022-08-20,2022-07-21,NA,47,NA,NA,NA,NA,RE,29819-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29820,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,Tg/+,M,2022-03-23,2022-03-24,NA,2022-05-09,2022-08-20,2022-08-20,2022-07-21,NA,47,NA,NA,NA,NA,RE,29820-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29821,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,+/+,M,2022-03-23,2022-03-24,NA,NA,2022-08-20,2022-08-20,2022-07-21,NA,NA,NA,NA,NA,NA,RE,29821-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29822,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,+/+,M,2022-03-23,2022-03-24,NA,2022-05-09,2022-08-20,2022-08-20,2022-07-21,NA,47,NA,NA,NA,NA,RE,29822-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29824,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,+/+,M,2022-03-23,2022-03-24,NA,2022-05-08,2022-05-13,2022-08-20,2022-07-21,NA,46,NA,NA,NA,NA,RE,29824-11,11,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30212,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,F,2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,30212-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30213,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,30213-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30214,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,30214-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30215,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,30215-03,03,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30216,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,30216-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30217,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,30217-11,11,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30218,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-09,2022-05-10,NA,NA,2022-10-06,2022-10-06,2022-09-06,NA,NA,152,NA,NA,NA,NA,30218-30,30,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30232,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,F,2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,30232-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30233,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,F,2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,30233-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30234,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,30234-00,00,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30235,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,30235-01,01,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30236,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,30236-10,10,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30237,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA::H11LSL-Cas9;Ink4a/Arf f/f,RCAS-Cre-pENTR-U6-sgRNA-NF1-ex2,NA,M,2022-05-10,2022-05-11,NA,NA,2022-10-07,2022-10-07,2022-09-07,NA,NA,152,NA,NA,NA,NA,30237-11,11,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22841,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-02-20,NA,NA,2020-05-20,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22841-00,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-02-17,NA,2020-05-20,yes,no,stopped moving paralyzed,NA,NA,2020-05-27,no,no glioma observable,no,no,NA,NA,NA,NA,NA,NA,93,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
22843,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-02-20,NA,NA,2020-07-20,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,1,22843-03,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA-,2020-02-17,NA,NA,yes,no,"TVA-, only embedded to use as a control",NA,1,2020-08-14,no,"no glioma observable, but Sheri thinks there may be a leptomeningeal tumor",yes,no,NA,NA,NA,NA,NA,"slides were cut according to the form, might have been used for NF1 optimization?",154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
22844,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-02-20,NA,NA,2020-06-11,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22844-10,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-02-17,NA,2020-06-11,yes,no,"Diffiulty moving and walking (paralyzed), mishapen head",NA,NA,2020-06-22,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,115,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
22845,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-02-20,NA,NA,2020-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22845-30,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-02-17,NA,2020-04-05,yes,no,cyst/tumer (externally palpable) causing inability to open left eye,"missing sample, not sure if it was ever submitted for H&E",NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,48,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
22846,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-02-20,NA,NA,2020-06-01,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22846-11,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-02-17,NA,2020-05-29,yes,no,"having a hard time moving, oddly shaped head",NA,NA,2020-06-09,no,tumor outside of brain,yes,yes,yes,NA,NA,NA,NA,NA,105,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
22847,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-02-20,NA,NA,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22847-31,NF-1 Control,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-02-17,NA,2020-06-11,yes,no,"Respiratory Issues, looked weak/sick",NA,NA,2020-06-22,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,119,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
22921,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-03-05,NA,NA,2020-06-17,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22921-00 (br),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-03-03,NA,2020-06-15,yes,no,Respiratory Issues and paralyzed,NA,NA,2020-06-22,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,106,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
22922,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-03-05,NA,NA,2020-07-31,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22922-00 (wh),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-03-03,NA,NA,yes,no,"Experiment endpoint, behavior and brain all looked normal",NA,NA,2020-08-03,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
22923,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-03-05,NA,NA,2020-06-26,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22923-01 (wh),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-03-03,NA,2020-06-15,yes,no,paralysis + large tumor in/over eye. Brain looked normal,NA,NA,2020-07-06,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,115,1,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
22924,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-03-05,NA,NA,2020-07-31,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22924-03 (wh),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-03-03,NA,NA,yes,no,"Experiment endpoint, behavior and disposition noraml. Small tumor on left cranial nerve found.",NA,NA,2020-08-03,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,150,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22925,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-03-05,NA,NA,2020-06-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22925-00 (wh),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-03-03,NA,2020-06-16,yes,no,"protruding rectum, difficulty walking.  large white mass under brain. Rick thinks enlarged pituitary",NA,1,2020-06-22,mass under brain,tumor under brain,yes,yes,yes,NA,NA,NA,NA,NA,107,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22926,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-03-05,NA,NA,2020-05-24,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,22926-01 (wh),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-03-03,2020-05-24,NA,yes,no,domed head and external tumor invading left eye,"missing sample, not sure if it was ever submitted for H&E",NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,82,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23021,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-03-05,NA,NA,2020-06-06,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,23021-00 (br),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-03-03,2020-05-24,NA,yes,no,"Large domed head and disfigurement, difficulty moving back legs (paralysis). Uppon Necropsy massive tumor enveloping brain, face, and growing outside skull",NA,1,2020-06-09,head tumor,whole head sectioned with head tumor,yes,yes,NA,NA,NA,NA,NA,NA,95,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
23269,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-04-05,NA,NA,2020-09-02,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,23269-00 (wh),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-04-01,NA,NA,yes,no,"Experiment end date, all looked normal. No symptoms",NA,NA,2020-09-10,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,154,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
23270,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-04-05,NA,NA,2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,23270-00 (br),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-04-01,NA,2020-06-29,yes,no,Mouse was fully paralyzed,NA,NA,2020-07-06,no,"Sheri thinks she sees a leptomeningeal tumor in the original H&E, but gone in the second H&E, high background for Ki67 and no pERK, call this negative for glioma",yes,no,yes,negative,NA,negative,NA,2,91,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
23271,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-04-05,NA,NA,2020-07-21,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,23271-00 (wh),NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-04-01,NA,2020-07-21,yes,no,"Slightly disfigured face, swollen eyes (no tumor seen outside skull), and paralyzed, indentation on top of head between lobes was filled with liquid",NA,NA,2020-07-23,no,odd necrotic area,yes,no,NA,NA,NA,NA,NA,NA,111,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
23286,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-04-05,NA,NA,2020-07-13,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,23286-00,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-04-03,NA,2020-06-16,yes,no,Slightly enlarged posterior cranial nerves but brain looked normal,NA,NA,2020-07-23,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,101,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23287,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-04-05,NA,NA,2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,23287-01,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-04-03,NA,2020-06-17,yes,no,Large white mass underneath brain and enveloping cranial nerves. Tumor present outside skull on/in eye as well.,NA,1,2020-07-06,mass under brain,tumor under brain,yes,yes,yes,NA,NA,NA,NA,NA,89,1,1,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
